"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2008","4.5663","4.5325","4.5663","4.5325","","0.00%"
"06/27/2008","4.5663","4.5600","5.0887","4.5300","","-0.19%"
"06/26/2008","4.5750","4.6300","4.6600","4.5300","","-1.40%"
"06/25/2008","4.6400","4.6500","4.6600","4.6270","","-0.48%"
"06/24/2008","4.6625","4.6300","4.6825","4.6300","","0.48%"
"06/23/2008","4.6400","4.6400","4.6700","4.6200","","-0.75%"
"06/20/2008","4.6750","4.6700","4.7050","4.6200","","-1.37%"
"06/19/2008","4.7400","4.6925","4.7525","4.6750","","0.69%"
"06/18/2008","4.7075","4.7000","4.7225","4.6800","","-0.05%"
"06/17/2008","4.7100","4.6800","4.7250","4.6800","","0.27%"
"06/16/2008","4.6975","4.6900","4.6975","4.6900","","0.00%"
"06/13/2008","4.6975","5.0000","5.0075","4.6900","","-0.63%"
"06/12/2008","4.7275","4.7300","4.7675","4.7200","","0.08%"
"06/11/2008","4.7237","5.0000","5.0163","4.7025","","-1.28%"
"06/10/2008","4.7850","4.7050","4.7850","4.7000","","0.97%"
"06/09/2008","4.7388","4.7400","4.7764","4.7000","","-0.13%"
"06/06/2008","4.7450","4.7450","4.7550","4.7200","","-0.21%"
"06/05/2008","4.7550","4.7450","4.7650","4.7300","","-0.21%"
"06/04/2008","4.7650","4.7500","4.7860","4.7300","","-0.73%"
"06/03/2008","4.8000","4.7300","4.8050","4.7200","","0.84%"
"06/02/2008","4.7600","4.7300","4.7800","4.7000","","-0.10%"
"05/30/2008","4.7650","4.7500","4.8150","4.7100","","-1.14%"
"05/29/2008","4.8200","4.7200","4.8300","4.7000","","2.01%"
"05/28/2008","4.7250","4.7950","4.8100","4.7000","","-1.77%"
"05/27/2008","4.8100","4.7200","4.8140","4.7150","","1.96%"
"05/26/2008","4.7175","4.7000","4.7475","4.7000","","-0.68%"
"05/23/2008","4.7500","4.7800","4.8300","4.6500","","-0.78%"
"05/22/2008","4.7875","4.5400","4.8125","4.4800","","5.10%"
"05/21/2008","4.5550","4.6100","4.6150","4.5300","","-1.51%"
"05/20/2008","4.6250","4.6200","4.6550","4.6050","","-0.75%"
"05/19/2008","4.6600","4.7100","4.7500","4.6500","","-1.70%"
"05/16/2008","4.7405","4.7600","4.7695","4.7300","","-1.29%"
"05/15/2008","4.8025","4.7900","4.8125","4.7600","","0.16%"
"05/14/2008","4.7950","4.7700","4.7950","4.7700","","0.16%"
"05/13/2008","4.7875","4.7850","4.8025","4.7700","","-0.36%"
"05/12/2008","4.8050","4.7500","4.8050","4.7500","","0.37%"
"05/09/2008","4.7875","4.7800","4.7875","4.7800","","0.00%"
"05/08/2008","4.7875","4.7700","4.8075","4.7700","","-0.16%"
"05/07/2008","4.7950","4.8000","4.8250","4.7600","","-0.42%"
"05/06/2008","4.8150","4.8050","4.8240","4.7840","","0.42%"
"05/05/2008","4.7950","4.8400","4.8650","4.7700","","-1.13%"
"05/02/2008","4.8500","4.8450","4.8500","4.8450","","0.00%"
"05/01/2008","4.8500","4.8450","4.8500","4.8450","","0.00%"
"04/30/2008","4.8500","4.7990","4.8650","4.7990","","1.25%"
"04/29/2008","4.7900","4.7800","4.9000","4.7700","","-0.73%"
"04/28/2008","4.8250","4.8200","4.8250","4.8200","","0.00%"
"04/25/2008","4.8250","4.8100","4.8900","4.7800","","0.00%"
"04/24/2008","4.8250","4.8900","4.9150","4.7800","","-1.83%"
"04/23/2008","4.9150","4.9050","4.9200","4.8600","","0.10%"
"04/22/2008","4.9100","4.9100","4.9200","4.8500","","0.02%"
"04/21/2008","4.9090","4.9150","4.9230","4.8900","","-0.12%"
"04/18/2008","4.9150","4.9400","4.9450","4.8900","","-1.21%"
"04/17/2008","4.9750","4.8900","4.9750","4.8700","","1.32%"
"04/16/2008","4.9100","4.9500","4.9750","4.8700","","-1.06%"
"04/15/2008","4.9625","4.9300","4.9725","4.9050","","0.26%"
"04/14/2008","4.9495","4.9600","4.9895","4.9400","","-0.41%"
"04/11/2008","4.9700","4.9750","4.9950","4.9600","","-0.09%"
"04/10/2008","4.9745","4.9950","5.0015","4.9550","","-0.49%"
"04/09/2008","4.9990","5.0000","5.0030","4.9800","","-0.12%"
"04/08/2008","5.0050","5.0000","5.0105","4.9950","","0.20%"
"04/07/2008","4.9950","4.9930","5.0055","4.9800","","-0.05%"
"04/04/2008","4.9975","4.9800","5.0100","4.9750","","0.04%"
"04/03/2008","4.9955","4.9900","4.9955","4.9550","","0.16%"
"04/02/2008","4.9875","4.9910","4.9935","4.9580","","-0.13%"
"04/01/2008","4.9938","5.0000","5.0038","4.9840","","-0.02%"
"03/31/2008","4.9950","4.9925","5.0035","4.9900","","0.06%"
"03/28/2008","4.9920","4.9950","5.0075","4.9650","","0.04%"
"03/27/2008","4.9900","4.9800","5.0185","4.9800","","-0.14%"
"03/26/2008","4.9970","5.0050","5.0100","4.9800","","-0.06%"
"03/25/2008","5.0000","4.8900","5.0050","4.8800","","1.41%"
"03/24/2008","4.9305","4.9200","4.9405","4.8900","","0.21%"
"03/21/2008","4.9200","4.9930","4.9980","4.9150","","-1.27%"
"03/20/2008","4.9835","5.0005","5.0045","4.9730","","-0.38%"
"03/19/2008","5.0027","5.0050","5.0092","5.0000","","-0.07%"
"03/18/2008","5.0060","5.0050","5.0145","5.0005","","-0.22%"
"03/17/2008","5.0170","4.9950","5.0200","4.9950","","0.41%"
"03/14/2008","4.9965","5.0200","5.0315","4.9950","","-0.45%"
"03/13/2008","5.0190","5.0250","5.0320","5.0130","","-0.14%"
"03/12/2008","5.0260","5.0200","5.0350","5.0200","","-0.05%"
"03/11/2008","5.0285","5.0400","5.0475","5.0200","","-0.33%"
"03/10/2008","5.0450","5.0400","5.0450","5.0400","","0.00%"
"03/07/2008","5.0450","5.0420","5.0500","5.0320","","0.08%"
"03/06/2008","5.0410","5.0470","5.0510","5.0375","","-0.16%"
"03/05/2008","5.0490","5.0450","5.0511","5.0380","","-0.08%"
"03/04/2008","5.0530","5.0460","5.0550","5.0370","","0.00%"
"03/03/2008","5.0530","5.0450","5.0560","5.0375","","0.06%"
"02/29/2008","5.0500","5.0430","5.0500","5.0375","","0.05%"
"02/28/2008","5.0475","5.0470","5.0555","5.0400","","-0.05%"
"02/27/2008","5.0500","5.0580","5.0610","5.0380","","-0.11%"
"02/26/2008","5.0555","5.0450","5.0605","5.0350","","0.11%"
"02/25/2008","5.0500","5.0320","5.0510","5.0320","","0.29%"
"02/22/2008","5.0355","5.0290","5.0445","5.0285","","0.27%"
"02/21/2008","5.0220","5.0075","5.0255","5.0000","","0.38%"
"02/20/2008","5.0030","5.0360","5.0380","5.0000","","-0.70%"
"02/19/2008","5.0385","5.0460","5.0505","5.0200","","-0.07%"
"02/18/2008","5.0420","5.0500","5.0550","5.0340","","0.02%"
"02/15/2008","5.0412","5.0520","5.0587","5.0250","","-0.29%"
"02/14/2008","5.0559","5.0580","5.0595","5.0530","","-0.10%"
"02/13/2008","5.0610","5.0550","5.0610","5.0525","","0.10%"
"02/12/2008","5.0560","5.0595","5.0615","5.0500","","-0.09%"
"02/11/2008","5.0605","5.0510","5.0625","5.0510","","0.04%"
"02/08/2008","5.0585","5.0550","5.0625","5.0515","","0.21%"
"02/07/2008","5.0480","5.0585","5.0620","5.0445","","-0.26%"
"02/06/2008","5.0610","5.0500","5.0620","5.0500","","0.04%"
"02/05/2008","5.0590","5.0530","5.0620","5.0500","","0.08%"
"02/04/2008","5.0550","5.0500","5.0590","5.0485","","0.00%"
"02/01/2008","5.0550","5.0580","5.0610","5.0470","","-0.14%"
"01/31/2008","5.0620","5.0550","5.0620","5.0450","","0.08%"
"01/30/2008","5.0580","5.0575","5.0620","5.0550","","-0.09%"
"01/29/2008","5.0625","5.0600","5.0665","5.0570","","-0.05%"
"01/28/2008","5.0650","5.0625","5.0680","5.0570","","-0.05%"
"01/25/2008","5.0675","5.0710","5.0790","5.0550","","-0.17%"
"01/24/2008","5.0760","5.0610","5.0760","5.0550","","0.00%"
"01/23/2008","5.0760","5.0715","5.0765","5.0550","","0.03%"
"01/22/2008","5.0745","5.0450","5.0780","5.0450","","0.49%"
"01/21/2008","5.0500","5.0530","5.0550","5.0480","","-0.26%"
"01/18/2008","5.0630","5.0620","5.0720","5.0400","","-0.08%"
"01/17/2008","5.0670","5.0580","5.0710","5.0500","","0.08%"
"01/16/2008","5.0630","5.0580","5.0655","5.0540","","0.00%"
"01/15/2008","5.0630","5.0500","5.0630","5.0480","","0.16%"
"01/14/2008","5.0550","5.0470","5.0590","5.0400","","0.06%"
"01/11/2008","5.0520","5.0510","5.0600","5.0300","","-0.08%"
"01/10/2008","5.0560","5.0500","5.0625","5.0480","","0.02%"
"01/09/2008","5.0550","5.0450","5.0565","5.0400","","0.10%"
"01/08/2008","5.0500","5.0450","5.0580","5.0450","","0.00%"
"01/07/2008","5.0500","5.0450","5.0500","5.0450","","0.00%"
"01/04/2008","5.0500","5.0450","5.0560","5.0400","","0.00%"
"01/03/2008","5.0500","5.0450","5.0500","5.0450","","0.00%"
"01/02/2008","5.0500","5.0450","5.0500","5.0450","","0.00%"
"01/01/2008","5.0500","5.0450","5.0500","5.0450","","0.00%"
"12/31/2007","5.0500","5.0450","5.0500","5.0450","","0.00%"
"12/28/2007","5.0500","5.0480","5.0580","5.0400","","-0.06%"
"12/27/2007","5.0530","5.0480","5.0670","5.0480","","0.00%"
"12/26/2007","5.0530","5.0320","5.0620","5.0300","","0.38%"
"12/25/2007","5.0340","5.0400","5.0470","5.0300","","0.13%"
"12/24/2007","5.0275","5.0540","5.0585","5.0250","","-0.78%"
"12/21/2007","5.0670","5.0450","5.0670","5.0450","","0.34%"
"12/20/2007","5.0500","5.0530","5.0580","5.0320","","-0.16%"
"12/19/2007","5.0580","5.0520","5.0600","5.0450","","0.05%"
"12/18/2007","5.0553","5.0550","5.0623","5.0470","","0.04%"
"12/17/2007","5.0535","5.0620","5.0655","5.0475","","-0.13%"
"12/14/2007","5.0600","5.0610","5.0660","5.0580","","-0.11%"
"12/13/2007","5.0655","5.0600","5.0660","5.0600","","0.11%"
"12/12/2007","5.0600","5.0620","5.0665","5.0580","","-0.10%"
"12/11/2007","5.0650","5.0610","5.0705","5.0580","","0.02%"
"12/10/2007","5.0638","5.0600","5.0648","5.0575","","-0.02%"
"12/07/2007","5.0650","5.0595","5.0660","5.0550","","0.01%"
"12/06/2007","5.0645","5.0560","5.0780","5.0560","","0.07%"
"12/05/2007","5.0610","5.0535","5.0720","5.0510","","0.05%"
"12/04/2007","5.0585","5.0615","5.0665","5.0500","","-0.16%"
"12/03/2007","5.0665","5.0615","5.0700","5.0570","","0.00%"
"11/30/2007","5.0665","5.0540","5.0710","5.0520","","0.15%"
"11/29/2007","5.0590","5.0520","5.0600","5.0470","","0.04%"
"11/28/2007","5.0570","5.0400","5.0620","5.0400","","0.24%"
"11/27/2007","5.0450","5.0400","5.0600","5.0350","","0.00%"
"11/26/2007","5.0450","5.0400","5.0460","5.0300","","0.00%"
"11/23/2007","5.0450","5.0250","5.0530","5.0150","","0.30%"
"11/22/2007","5.0300","5.0250","5.0300","5.0160","","0.00%"
"11/21/2007","5.0300","5.0250","5.0300","5.0100","","0.00%"
"11/20/2007","5.0300","5.0250","5.0300","5.0060","","0.00%"
"11/19/2007","5.0300","5.0235","5.0370","5.0020","","0.03%"
"11/16/2007","5.0285","5.0150","5.0300","5.0080","","0.17%"
"11/15/2007","5.0200","5.0010","5.0260","5.0010","","0.28%"
"11/14/2007","5.0060","5.0235","5.0390","5.0000","","-0.45%"
"11/13/2007","5.0285","5.0300","5.0390","5.0200","","-0.13%"
"11/12/2007","5.0350","5.0300","5.0460","5.0150","","0.05%"
"11/09/2007","5.0325","5.0335","5.0365","5.0200","","-0.07%"
"11/08/2007","5.0358","5.0500","5.0522","5.0280","","-0.38%"
"11/07/2007","5.0550","5.0500","5.0550","5.0350","","0.00%"
"11/06/2007","5.0550","5.0500","5.0550","5.0400","","0.00%"
"11/05/2007","5.0550","5.0350","5.0590","5.0345","","0.30%"
"11/02/2007","5.0400","5.0535","5.0625","5.0350","","-0.37%"
"11/01/2007","5.0585","5.0520","5.0620","5.0480","","0.03%"
"10/31/2007","5.0570","5.0520","5.0620","5.0470","","0.00%"
"10/30/2007","5.0570","5.0520","5.0605","5.0490","","0.00%"
"10/29/2007","5.0570","5.0510","5.0580","5.0380","","0.02%"
"10/26/2007","5.0560","5.0380","5.0610","5.0350","","0.26%"
"10/25/2007","5.0430","5.0400","5.0540","5.0250","","-0.04%"
"10/24/2007","5.0450","5.0550","5.0600","5.0300","","-0.30%"
"10/23/2007","5.0600","5.0295","5.0600","5.0290","","0.21%"
"10/22/2007","5.0495","5.0350","5.0505","5.0250","","0.30%"
"10/19/2007","5.0345","5.0295","5.0500","5.0200","","0.00%"
"10/18/2007","5.0345","5.0500","5.0595","5.0200","","-0.41%"
"10/17/2007","5.0550","5.0320","5.0580","5.0250","","0.36%"
"10/16/2007","5.0370","5.0550","5.0600","5.0200","","-0.45%"
"10/15/2007","5.0600","5.0300","5.0600","5.0100","","0.50%"
"10/12/2007","5.0350","5.0300","5.0380","5.0250","","0.00%"
"10/11/2007","5.0350","5.0300","5.0400","5.0100","","0.00%"
"10/10/2007","5.0350","5.0300","5.0570","5.0150","","0.00%"
"10/09/2007","5.0350","5.0510","5.0570","5.0200","","-0.02%"
"10/08/2007","5.0360","5.0350","5.0560","5.0300","","-0.42%"
"10/05/2007","5.0570","5.0530","5.0590","5.0350","","-0.02%"
"10/04/2007","5.0580","5.0530","5.0580","5.0450","","0.00%"
"10/03/2007","5.0580","5.0510","5.0595","5.0300","","0.04%"
"10/02/2007","5.0560","5.0405","5.0570","5.0350","","0.21%"
"10/01/2007","5.0455","5.0200","5.0470","5.0160","","0.41%"
"09/28/2007","5.0250","5.0200","5.0410","5.0040","","0.07%"
"09/27/2007","5.0215","5.0280","5.0435","5.0050","","-0.23%"
"09/26/2007","5.0330","5.0425","5.0595","5.0250","","-0.22%"
"09/25/2007","5.0440","5.0050","5.0620","5.0040","","0.82%"
"09/24/2007","5.0030","5.0150","5.0195","5.0005","","-0.22%"
"09/21/2007","5.0140","5.0120","5.0230","5.0000","","0.13%"
"09/20/2007","5.0075","5.0201","5.0250","5.0001","","-0.04%"
"09/19/2007","5.0095","5.0075","5.0365","5.0020","","0.10%"
"09/18/2007","5.0045","5.0100","5.0175","5.0000","","-0.20%"
"09/17/2007","5.0145","5.0050","5.0235","5.0000","","0.15%"
"09/14/2007","5.0070","5.0020","5.0140","5.0020","","0.11%"
"09/13/2007","5.0015","5.0125","5.0130","5.0005","","-0.21%"
"09/12/2007","5.0120","5.0015","5.0170","5.0011","","0.20%"
"09/11/2007","5.0020","5.0050","5.0120","5.0000","","0.04%"
"09/10/2007","5.0002","5.0110","5.0113","5.0000","","-0.26%"
"09/07/2007","5.0130","5.0030","5.0150","5.0005","","0.21%"
"09/06/2007","5.0025","5.0040","5.0075","4.9990","","0.01%"
"09/05/2007","5.0020","5.0120","5.0170","5.0000","","-0.21%"
"09/04/2007","5.0125","5.0230","5.0300","5.0100","","-0.21%"
"09/03/2007","5.0228","5.0250","5.0273","5.0100","","-0.15%"
"08/31/2007","5.0305","5.0210","5.0365","5.0200","","0.10%"
"08/30/2007","5.0255","5.0190","5.0305","5.0100","","0.09%"
"08/29/2007","5.0210","5.0000","5.0310","5.0000","","0.11%"
"08/28/2007","5.0155","5.0060","5.0175","5.0020","","0.29%"
"08/27/2007","5.0010","5.0100","5.0160","5.0000","","-0.30%"
"08/24/2007","5.0160","5.0150","5.0160","5.0150","","0.00%"
"08/23/2007","5.0160","5.0160","5.0211","5.0120","","-0.20%"
"08/22/2007","5.0260","5.0160","5.0260","5.0050","","0.32%"
"08/21/2007","5.0100","4.9950","5.0120","4.9950","","0.11%"
"08/20/2007","5.0045","4.9999","5.0075","4.9990","","0.07%"
"08/17/2007","5.0010","4.9950","5.0025","4.9950","","0.02%"
"08/16/2007","5.0000","5.0000","5.0015","4.9900","","0.01%"
"08/15/2007","4.9997","5.0010","5.0018","4.9900","","-0.02%"
"08/14/2007","5.0008","5.0030","5.0042","4.9950","","-0.02%"
"08/13/2007","5.0020","5.0020","5.0040","4.9950","","-0.07%"
"08/10/2007","5.0055","5.0010","5.0055","4.9995","","0.09%"
"08/09/2007","5.0010","5.0010","5.0054","4.9950","","-0.02%"
"08/08/2007","5.0020","5.0000","5.0061","5.0000","","0.07%"
"08/07/2007","4.9985","5.0000","5.0086","4.9950","","-0.12%"
"08/06/2007","5.0045","5.0050","5.0125","5.0010","","-0.22%"
"08/03/2007","5.0155","5.0060","5.0155","5.0015","","0.15%"
"08/02/2007","5.0080","5.0000","5.0081","5.0000","","0.05%"
"08/01/2007","5.0055","5.0040","5.0145","5.0000","","0.06%"
"07/31/2007","5.0025","5.0020","5.0045","4.9950","","0.00%"
"07/30/2007","5.0024","5.0090","5.0139","5.0000","","-0.25%"
"07/27/2007","5.0150","5.0070","5.0170","5.0030","","0.12%"
"07/26/2007","5.0090","5.0070","5.0141","5.0050","","-0.06%"
"07/25/2007","5.0120","5.0021","5.0135","5.0000","","0.13%"
"07/24/2007","5.0055","5.0009","5.0055","5.0000","","0.07%"
"07/23/2007","5.0020","5.0070","5.0080","5.0000","","-0.26%"
"07/20/2007","5.0150","5.0000","5.0190","4.9900","","0.29%"
"07/19/2007","5.0006","5.0040","5.0045","4.9900","","-0.01%"
"07/18/2007","5.0012","5.0040","5.0062","4.9975","","-0.01%"
"07/17/2007","5.0015","4.9995","5.0020","4.9900","","0.00%"
"07/16/2007","5.0015","5.0040","5.0065","4.9980","","-0.01%"
"07/13/2007","5.0020","4.9950","5.0075","4.9950","","0.01%"
"07/12/2007","5.0015","5.0000","5.0045","4.9900","","0.01%"
"07/11/2007","5.0008","5.0010","5.0107","4.9900","","-0.03%"
"07/10/2007","5.0025","5.0110","5.0165","5.0000","","-0.04%"
"07/09/2007","5.0045","5.0110","5.0170","5.0020","","-0.01%"
"07/06/2007","5.0050","5.0180","5.0360","5.0000","","-0.45%"
"07/05/2007","5.0275","5.0100","5.0385","5.0000","","0.05%"
"07/04/2007","5.0250","5.0140","5.0315","5.0060","","0.00%"
"07/03/2007","5.0252","5.0180","5.0293","5.0140","","-0.05%"
"07/02/2007","5.0275","5.0100","5.0325","5.0100","","0.35%"
"06/29/2007","5.0100","5.0000","5.0100","5.0000","","0.00%"
"06/28/2007","5.0100","5.0160","5.0300","5.0000","","-0.67%"
"06/27/2007","5.0440","5.0100","5.0440","5.0070","","0.64%"
"06/26/2007","5.0118","5.0100","5.0222","5.0000","","-0.04%"
"06/25/2007","5.0140","5.0160","5.0240","5.0050","","-0.06%"
"06/22/2007","5.0170","5.0140","5.0250","5.0100","","0.06%"
"06/21/2007","5.0140","5.0290","5.0375","5.0060","","-0.41%"
"06/20/2007","5.0345","5.0380","5.0475","5.0115","","-0.15%"
"06/19/2007","5.0422","5.0380","5.0422","5.0300","","0.04%"
"06/18/2007","5.0400","5.0360","5.0420","5.0100","","0.20%"
"06/15/2007","5.0300","5.0360","5.0430","5.0200","","-0.06%"
"06/14/2007","5.0330","5.0060","5.0440","5.0060","","-0.24%"
"06/13/2007","5.0450","5.0280","5.0530","5.0060","","0.28%"
"06/12/2007","5.0310","5.0230","5.0340","5.0210","","0.09%"
"06/11/2007","5.0265","5.0210","5.0280","5.0200","","0.08%"
"06/08/2007","5.0225","5.0200","5.0355","5.0150","","0.23%"
"06/07/2007","5.0110","5.0140","5.0350","5.0060","","-0.43%"
"06/06/2007","5.0325","5.0280","5.0335","5.0270","","0.04%"
"06/05/2007","5.0305","5.0370","5.0445","5.0250","","-0.21%"
"06/04/2007","5.0412","5.0300","5.0412","5.0300","","-0.08%"
"06/01/2007","5.0450","5.0310","5.0475","5.0290","","0.23%"
"05/31/2007","5.0335","5.0330","5.0445","5.0200","","-0.12%"
"05/30/2007","5.0395","5.0260","5.0425","5.0260","","0.24%"
"05/29/2007","5.0275","5.0270","5.0315","5.0120","","0.00%"
"05/28/2007","5.0275","5.0250","5.0275","5.0250","","0.00%"
"05/25/2007","5.0275","5.0290","5.0465","5.0220","","-0.17%"
"05/24/2007","5.0362","5.0210","5.0371","5.0210","","0.28%"
"05/23/2007","5.0220","5.0190","5.0230","5.0100","","0.11%"
"05/22/2007","5.0165","5.0115","5.0225","5.0080","","0.18%"
"05/21/2007","5.0075","5.0125","5.0215","5.0050","","-0.20%"
"05/18/2007","5.0175","5.0130","5.0225","5.0130","","0.02%"
"05/17/2007","5.0165","5.0150","5.0195","5.0050","","-0.01%"
"05/16/2007","5.0170","5.0150","5.0215","5.0150","","-0.09%"
"05/15/2007","5.0215","5.0100","5.0215","5.0100","","0.04%"
"05/14/2007","5.0195","5.0170","5.0200","5.0130","","-0.06%"
"05/11/2007","5.0225","5.0110","5.0305","5.0110","","0.24%"
"05/10/2007","5.0105","5.0210","5.0265","5.0000","","-0.30%"
"05/09/2007","5.0255","5.0210","5.0255","5.0210","","0.00%"
"05/08/2007","5.0255","5.0210","5.0265","5.0050","","0.04%"
"05/07/2007","5.0237","5.0240","5.0278","5.0020","","-0.17%"
"05/04/2007","5.0325","5.0210","5.0325","5.0191","","0.24%"
"05/03/2007","5.0207","5.0100","5.0232","5.0100","","0.18%"
"05/02/2007","5.0115","5.0090","5.0115","5.0090","","0.00%"
"05/01/2007","5.0115","5.0090","5.0115","5.0090","","0.00%"
"04/30/2007","5.0115","5.0090","5.0115","5.0090","","0.00%"
"04/27/2007","5.0115","5.0150","5.0210","5.0000","","-0.02%"
"04/26/2007","5.0125","5.0200","5.0370","5.0000","","-0.05%"
"04/25/2007","5.0150","5.0270","5.0380","5.0100","","-0.31%"
"04/24/2007","5.0305","5.0300","5.0335","5.0200","","-0.06%"
"04/23/2007","5.0335","5.0150","5.0365","5.0150","","0.06%"
"04/20/2007","5.0305","5.0200","5.0365","5.0200","","-0.03%"
"04/19/2007","5.0318","5.0150","5.0328","5.0150","","0.11%"
"04/18/2007","5.0265","5.0270","5.0365","5.0220","","0.01%"
"04/17/2007","5.0260","5.0260","5.0360","5.0150","","-0.13%"
"04/16/2007","5.0325","5.0130","5.0355","5.0000","","0.40%"
"04/13/2007","5.0125","5.0270","5.0395","5.0050","","-0.45%"
"04/12/2007","5.0350","5.0330","5.0380","5.0150","","0.00%"
"04/11/2007","5.0350","5.0250","5.0560","5.0250","","-0.11%"
"04/10/2007","5.0405","5.0250","5.0425","5.0200","","0.31%"
"04/09/2007","5.0250","5.0200","5.0250","5.0200","","0.00%"
"04/06/2007","5.0250","5.0530","5.0600","5.0200","","-0.42%"
"04/05/2007","5.0460","5.0560","5.0615","5.0400","","-0.29%"
"04/04/2007","5.0605","5.0450","5.0625","5.0450","","0.01%"
"04/03/2007","5.0600","5.0200","5.0700","5.0200","","0.25%"
"04/02/2007","5.0475","5.0250","5.0475","5.0220","","0.18%"
"03/30/2007","5.0385","5.0200","5.0436","5.0200","","0.27%"
"03/29/2007","5.0250","5.0330","5.0530","5.0100","","-0.22%"
"03/28/2007","5.0360","5.0310","5.0370","5.0250","","0.06%"
"03/27/2007","5.0330","5.0300","5.0369","5.0220","","-0.04%"
"03/26/2007","5.0348","5.0240","5.0367","5.0240","","0.19%"
"03/23/2007","5.0255","5.0100","5.0285","5.0100","","0.16%"
"03/22/2007","5.0175","5.0300","5.0375","5.0050","","-0.27%"
"03/21/2007","5.0310","5.0250","5.0359","5.0200","","-0.05%"
"03/20/2007","5.0337","5.0300","5.0364","5.0150","","0.05%"
"03/19/2007","5.0310","5.0300","5.0399","5.0291","","-0.07%"
"03/16/2007","5.0345","5.0330","5.0485","5.0200","","-0.01%"
"03/15/2007","5.0350","5.0420","5.0490","5.0200","","-0.28%"
"03/14/2007","5.0493","5.0240","5.0503","5.0150","","0.43%"
"03/13/2007","5.0275","5.0100","5.0335","5.0000","","0.20%"
"03/12/2007","5.0175","5.0450","5.0550","5.0000","","-0.73%"
"03/09/2007","5.0542","5.0525","5.0542","5.0525","","0.00%"
"03/08/2007","5.0542","5.0525","5.0542","5.0525","","0.00%"
"03/07/2007","5.0542","5.0480","5.0542","5.0300","","0.02%"
"03/06/2007","5.0530","5.0430","5.0530","5.0200","","0.17%"
"03/05/2007","5.0445","5.0360","5.0465","5.0300","","0.04%"
"03/02/2007","5.0425","5.0370","5.0425","5.0200","","0.20%"
"03/01/2007","5.0325","5.0460","5.0545","5.0200","","-0.36%"
"02/28/2007","5.0507","5.0470","5.0583","5.0200","","0.01%"
"02/27/2007","5.0500","5.0440","5.0590","5.0300","","0.01%"
"02/26/2007","5.0497","5.0400","5.0533","5.0000","","0.19%"
"02/23/2007","5.0400","5.0370","5.0550","5.0200","","-0.15%"
"02/22/2007","5.0475","5.0180","5.0475","5.0000","","0.56%"
"02/21/2007","5.0195","5.0210","5.0245","5.0000","","-0.10%"
"02/20/2007","5.0245","5.0120","5.0259","5.0000","","0.14%"
"02/19/2007","5.0175","5.0210","5.0285","5.0000","","-0.23%"
"02/16/2007","5.0290","5.0110","5.0310","5.0110","","0.34%"
"02/15/2007","5.0120","5.0150","5.0190","5.0000","","-0.06%"
"02/14/2007","5.0150","5.0130","5.0410","5.0000","","0.00%"
"02/13/2007","5.0150","5.0250","5.0350","5.0050","","-0.15%"
"02/12/2007","5.0225","5.0410","5.0435","5.0150","","-0.45%"
"02/09/2007","5.0452","5.0370","5.0452","5.0200","","0.25%"
"02/08/2007","5.0325","5.0410","5.0525","5.0300","","-0.19%"
"02/07/2007","5.0420","5.0530","5.0560","5.0350","","-0.24%"
"02/06/2007","5.0540","5.0550","5.0660","5.0450","","-0.13%"
"02/05/2007","5.0604","5.0540","5.0604","5.0540","","0.00%"
"02/02/2007","5.0602","5.0540","5.0617","5.0530","","0.04%"
"02/01/2007","5.0580","5.0520","5.0585","5.0400","","0.06%"
"01/31/2007","5.0550","5.0450","5.0585","5.0300","","0.20%"
"01/30/2007","5.0450","5.0530","5.0705","5.0325","","-0.24%"
"01/29/2007","5.0570","5.0540","5.0580","5.0400","","0.08%"
"01/26/2007","5.0530","5.0530","5.0601","5.0500","","-0.11%"
"01/25/2007","5.0585","5.0500","5.0585","5.0500","","-0.01%"
"01/24/2007","5.0590","5.0450","5.0610","5.0450","","0.38%"
"01/23/2007","5.0400","5.0500","5.0600","5.0350","","-0.35%"
"01/22/2007","5.0575","5.0590","5.0635","5.0450","","-0.16%"
"01/19/2007","5.0655","5.0570","5.0675","5.0450","","0.01%"
"01/18/2007","5.0650","5.0520","5.0800","5.0400","","0.15%"
"01/17/2007","5.0575","5.0560","5.0670","5.0400","","0.25%"
"01/16/2007","5.0450","5.0570","5.0700","5.0400","","-0.39%"
"01/15/2007","5.0650","5.0470","5.0700","5.0470","","0.06%"
"01/12/2007","5.0620","5.0480","5.0720","5.0480","","0.24%"
"01/11/2007","5.0500","5.0500","5.0620","5.0450","","-0.07%"
"01/10/2007","5.0535","5.0400","5.0536","5.0400","","0.16%"
"01/09/2007","5.0455","5.0500","5.0545","5.0380","","-0.19%"
"01/08/2007","5.0550","5.0500","5.0550","5.0500","","0.00%"
"01/05/2007","5.0550","5.0380","5.0650","5.0300","","0.40%"
"01/04/2007","5.0350","5.0350","5.0450","5.0190","","-0.33%"
"01/03/2007","5.0515","5.0480","5.0515","5.0480","","0.00%"
"01/02/2007","5.0515","5.0480","5.0515","5.0480","","0.00%"
"01/01/2007","5.0515","5.0480","5.0515","5.0480","","0.00%"
"12/29/2006","5.0515","5.0351","5.0595","4.9500","","0.21%"
"12/28/2006","5.0410","5.0350","5.0495","5.0100","","-0.08%"
"12/27/2006","5.0450","5.0000","5.0610","4.9950","","0.80%"
